Date,Store,Product_Item,Quantity,Sales,Promotion,Holiday
2024-05-18,Indiranagar,Ice Cream,204,24480,No,No
2024-05-18,Indiranagar,Maggi,133,2394,No,No
2024-05-18,Indiranagar,Bread,103,4120,No,No
2024-05-18,Indiranagar,Onion,41,1230,Yes,No
2024-05-18,Indiranagar,Detergent,257,53970,Yes,No
2024-05-18,Indiranagar,Toothpaste,296,28120,Yes,No
2024-05-18,Indiranagar,Soft Drink,112,5040,No,No
2024-05-18,Indiranagar,Coffee,146,40880,No,No
2024-05-18,Indiranagar,Tomato,205,7175,Yes,No
2024-05-18,Indiranagar,Butter,112,10640,No,No
2024-05-18,Indiranagar,Baby Wash,79,14220,Yes,No
2024-05-18,Indiranagar,Eggs Pack,109,9810,No,No
2024-05-18,Indiranagar,Chocolate,106,3180,No,No
2024-05-18,Indiranagar,Face Wash,116,25520,No,No
2024-05-18,Whitefield,Tomato,62,2170,No,No
2024-05-18,Whitefield,Rice 5kg,42,14700,No,No
2024-05-18,Whitefield,Face Wash,114,25080,No,No
2024-05-18,Whitefield,Juice,45,2700,No,No
2024-05-18,Whitefield,Chocolate,198,5940,Yes,No
2024-05-18,Whitefield,Shampoo,146,37960,No,No
2024-05-18,Whitefield,Toothpaste,119,11305,Yes,No
2024-05-18,Whitefield,Biscuits,54,1350,No,No
2024-05-18,Whitefield,Tea Powder,212,29680,No,No
2024-05-18,Whitefield,Soft Drink,96,4320,No,No
2024-05-18,Whitefield,Onion,235,7050,No,No
2024-05-18,Marathahalli,Biscuits,26,650,No,No
2024-05-18,Marathahalli,Chocolate,33,990,No,No
2024-05-18,Marathahalli,Soft Drink,222,9990,No,No
2024-05-18,Marathahalli,Eggs Pack,55,4950,No,No
2024-05-18,Marathahalli,Banana,305,15250,Yes,No
2024-05-18,Marathahalli,Juice,169,10140,No,No
2024-05-18,Marathahalli,Shampoo,119,30940,Yes,No
2024-05-18,Marathahalli,Tea Powder,220,30800,No,No
2024-05-18,Marathahalli,Face Wash,97,21340,No,No
2024-05-18,Marathahalli,Potato,304,8512,Yes,No
2024-05-18,Marathahalli,Ice Cream,228,27360,Yes,No
2024-05-18,Marathahalli,Baby Wash,284,51120,Yes,No
2024-05-18,Marathahalli,Rice 5kg,188,65800,No,No
2024-05-18,Marathahalli,Soap,200,9000,No,No
2024-05-18,Marathahalli,Toothpaste,162,15390,No,No
2024-05-18,Marathahalli,Detergent,39,8190,No,No
2024-05-18,Jayanagar,Butter,174,16530,No,No
2024-05-18,Jayanagar,Apple,176,24640,No,No
2024-05-18,Jayanagar,Banana,96,4800,No,No
2024-05-18,Jayanagar,Curd,238,8330,No,No
2024-05-18,Jayanagar,Baby Wash,138,24840,No,No
2024-05-18,Jayanagar,Milk 1L,99,5445,No,No
2024-05-18,Jayanagar,Face Wash,208,45760,No,No
2024-05-18,Jayanagar,Rice 5kg,33,11550,No,No
2024-05-18,Jayanagar,Toothpaste,296,28120,Yes,No
2024-05-18,Jayanagar,Chocolate,177,5310,No,No
2024-05-18,Jayanagar,Detergent,70,14700,No,No
2024-05-19,BTM-2,Tomato,75,2625,Yes,No
2024-05-19,BTM-2,Baby Wash,214,38520,No,No
2024-05-19,BTM-2,Eggs Pack,194,17460,No,No
2024-05-19,BTM-2,Toothpaste,105,9975,No,No
2024-05-19,BTM-2,Apple,276,38640,Yes,No
2024-05-19,BTM-2,Soap,75,3375,No,No
2024-05-19,BTM-2,Juice,159,9540,Yes,No
2024-05-19,BTM-2,Chocolate,33,990,No,No
2024-05-19,BTM-2,Bread,171,6840,No,No
2024-05-19,BTM-2,Face Wash,177,38940,No,No
2024-05-19,BTM-2,Milk 1L,241,13255,Yes,No
2024-05-19,BTM-2,Cheese,160,24000,No,No
2024-05-19,BTM-2,Ice Cream,142,17040,No,No
2024-05-19,BTM-2,Detergent,178,37380,No,No
2024-05-19,BTM-2,Paneer,188,20680,Yes,No
2024-05-19,Koramangala,Detergent,34,7140,No,No
2024-05-19,Koramangala,Potato,78,2184,No,No
2024-05-19,Koramangala,Paneer,181,19910,No,No
2024-05-19,Koramangala,Onion,234,7020,Yes,No
2024-05-19,Koramangala,Maggi,187,3366,Yes,No
2024-05-19,Koramangala,Chips,50,1000,No,No
2024-05-19,Koramangala,Shampoo,89,23140,Yes,No
2024-05-19,Koramangala,Eggs Pack,213,19170,Yes,No
2024-05-19,Koramangala,Tea Powder,208,29120,No,No
2024-05-19,Koramangala,Apple,193,27020,No,No
2024-05-19,Koramangala,Rice 5kg,73,25550,No,No
2024-05-19,Koramangala,Soap,97,4365,No,No
2024-05-19,Koramangala,Cooking Oil,104,18720,Yes,No
2024-05-19,HSR Layout,Biscuits,238,5950,No,No
2024-05-19,HSR Layout,Juice,133,7980,Yes,No
2024-05-19,HSR Layout,Potato,105,2940,Yes,No
2024-05-19,HSR Layout,Soft Drink,76,3420,No,No
2024-05-19,HSR Layout,Cooking Oil,224,40320,No,No
2024-05-19,HSR Layout,Milk 1L,81,4455,No,No
2024-05-19,HSR Layout,Soap,85,3825,No,No
2024-05-19,HSR Layout,Detergent,223,46830,No,No
2024-05-19,HSR Layout,Ice Cream,94,11280,No,No
2024-05-19,HSR Layout,Curd,102,3570,No,No
2024-05-19,HSR Layout,Apple,54,7560,No,No
2024-05-19,HSR Layout,Tea Powder,69,9660,No,No
2024-05-19,HSR Layout,Rice 5kg,273,95550,Yes,No
2024-05-19,HSR Layout,Cheese,80,12000,No,No
2024-05-19,HSR Layout,Chips,205,4100,Yes,No
2024-05-19,Electronic City,Potato,38,1064,No,No
2024-05-19,Electronic City,Juice,198,11880,No,No
2024-05-19,Electronic City,Face Wash,226,49720,No,No
2024-05-19,Electronic City,Rice 5kg,92,32200,No,No
2024-05-19,Electronic City,Cooking Oil,260,46800,Yes,No
2024-05-19,Electronic City,Maggi,133,2394,No,No
2024-05-19,Electronic City,Curd,175,6125,No,No
2024-05-19,Electronic City,Coffee,145,40600,No,No
2024-05-19,Electronic City,Eggs Pack,229,20610,No,No
2024-05-19,Electronic City,Paneer,174,19140,No,No
2024-05-19,Electronic City,Banana,164,8200,No,No
2024-05-19,Electronic City,Shampoo,163,42380,No,No
2024-05-19,Electronic City,Soft Drink,91,4095,No,No
2024-05-19,Indiranagar,Detergent,72,15120,Yes,No
2024-05-19,Indiranagar,Maggi,219,3942,Yes,No
2024-05-19,Indiranagar,Rice 5kg,81,28350,No,No
2024-05-19,Indiranagar,Tea Powder,231,32340,No,No
2024-05-19,Indiranagar,Toothpaste,101,9595,Yes,No
2024-05-19,Indiranagar,Eggs Pack,147,13230,No,No
2024-05-19,Indiranagar,Soft Drink,184,8280,No,No
2024-05-19,Indiranagar,Cheese,55,8250,No,No
2024-05-19,Indiranagar,Chicken 1kg,88,22880,No,No
2024-05-19,Indiranagar,Banana,62,3100,No,No
2024-05-19,Indiranagar,Baby Wash,93,16740,No,No
2024-05-19,Indiranagar,Chocolate,33,990,No,No
2024-05-19,Indiranagar,Onion,99,2970,No,No
2024-05-19,Indiranagar,Butter,240,22800,No,No
2024-05-19,Indiranagar,Potato,42,1176,No,No
2024-05-19,Indiranagar,Curd,87,3045,No,No
2024-05-19,Indiranagar,Soap,128,5760,Yes,No
2024-05-19,Indiranagar,Coffee,27,7560,No,No
2024-05-19,Whitefield,Cooking Oil,276,49680,Yes,No
2024-05-19,Whitefield,Butter,160,15200,No,No
2024-05-19,Whitefield,Coffee,179,50120,Yes,No
2024-05-19,Whitefield,Curd,278,9730,Yes,No
2024-05-19,Whitefield,Ice Cream,46,5520,No,No
2024-05-19,Whitefield,Juice,190,11400,No,No
2024-05-19,Whitefield,Paneer,106,11660,No,No
2024-05-19,Whitefield,Chips,189,3780,No,No
2024-05-19,Whitefield,Rice 5kg,109,38150,Yes,No
2024-05-19,Whitefield,Baby Wash,219,39420,No,No
2024-05-19,Whitefield,Toothpaste,223,21185,No,No
2024-05-19,Whitefield,Tea Powder,94,13160,No,No
2024-05-19,Whitefield,Potato,67,1876,Yes,No
2024-05-19,Whitefield,Soap,87,3915,No,No
2024-05-19,Whitefield,Soft Drink,42,1890,No,No
2024-05-19,Whitefield,Apple,200,28000,No,No
2024-05-19,Whitefield,Chocolate,145,4350,No,No
2024-05-19,Whitefield,Milk 1L,117,6435,No,No
2024-05-19,Marathahalli,Chocolate,193,5790,No,No
2024-05-19,Marathahalli,Shampoo,296,76960,Yes,No
2024-05-19,Marathahalli,Milk 1L,234,12870,Yes,No
2024-05-19,Marathahalli,Coffee,296,82880,Yes,No
2024-05-19,Marathahalli,Juice,196,11760,No,No
2024-05-19,Marathahalli,Onion,182,5460,No,No
2024-05-19,Marathahalli,Banana,40,2000,No,No
2024-05-19,Marathahalli,Chicken 1kg,187,48620,No,No
2024-05-19,Marathahalli,Baby Wash,174,31320,No,No
2024-05-19,Marathahalli,Cooking Oil,205,36900,No,No
2024-05-19,Marathahalli,Soap,128,5760,No,No
2024-05-19,Marathahalli,Curd,132,4620,No,No
2024-05-19,Marathahalli,Cheese,165,24750,No,No
2024-05-19,Marathahalli,Soft Drink,179,8055,Yes,No
2024-05-19,Marathahalli,Ice Cream,114,13680,No,No
2024-05-19,Jayanagar,Chocolate,151,4530,No,No
2024-05-19,Jayanagar,Potato,42,1176,No,No
2024-05-19,Jayanagar,Onion,88,2640,No,No
2024-05-19,Jayanagar,Apple,51,7140,No,No
2024-05-19,Jayanagar,Baby Wash,258,46440,Yes,No
2024-05-19,Jayanagar,Ice Cream,202,24240,Yes,No
2024-05-19,Jayanagar,Detergent,71,14910,Yes,No
2024-05-19,Jayanagar,Bread,127,5080,No,No
2024-05-19,Jayanagar,Coffee,31,8680,No,No
2024-05-19,Jayanagar,Milk 1L,174,9570,No,No
2024-05-19,Jayanagar,Biscuits,58,1450,No,No
2024-05-20,BTM-2,Face Wash,163,35860,Yes,No
2024-05-20,BTM-2,Toothpaste,204,19380,Yes,No
2024-05-20,BTM-2,Bread,33,1320,No,No
2024-05-20,BTM-2,Baby Wash,120,21600,Yes,No
2024-05-20,BTM-2,Juice,152,9120,No,No
2024-05-20,BTM-2,Apple,31,4340,No,No
2024-05-20,BTM-2,Paneer,56,6160,No,No
2024-05-20,BTM-2,Eggs Pack,156,14040,Yes,No
2024-05-20,BTM-2,Coffee,89,24920,No,No
2024-05-20,BTM-2,Milk 1L,197,10835,No,No
2024-05-20,BTM-2,Ice Cream,52,6240,No,No
2024-05-20,BTM-2,Banana,130,6500,No,No
2024-05-20,BTM-2,Detergent,142,29820,No,No
2024-05-20,Koramangala,Soft Drink,118,5310,No,No
2024-05-20,Koramangala,Cooking Oil,179,32220,No,No
2024-05-20,Koramangala,Apple,68,9520,Yes,No
2024-05-20,Koramangala,Chocolate,175,5250,Yes,No
2024-05-20,Koramangala,Bread,28,1120,No,No
2024-05-20,Koramangala,Banana,142,7100,No,No
2024-05-20,Koramangala,Tea Powder,102,14280,Yes,No
2024-05-20,Koramangala,Tomato,198,6930,No,No
2024-05-20,Koramangala,Chicken 1kg,22,5720,No,No
2024-05-20,Koramangala,Cheese,214,32100,Yes,No
2024-05-20,Koramangala,Paneer,158,17380,No,No
2024-05-20,Koramangala,Milk 1L,91,5005,No,No
2024-05-20,Koramangala,Soap,131,5895,No,No
2024-05-20,HSR Layout,Soap,41,1845,No,No
2024-05-20,HSR Layout,Coffee,196,54880,No,No
2024-05-20,HSR Layout,Detergent,127,26670,No,No
2024-05-20,HSR Layout,Chicken 1kg,91,23660,No,No
2024-05-20,HSR Layout,Onion,213,6390,Yes,No
2024-05-20,HSR Layout,Butter,32,3040,No,No
2024-05-20,HSR Layout,Eggs Pack,156,14040,Yes,No
2024-05-20,HSR Layout,Potato,100,2800,No,No
2024-05-20,HSR Layout,Face Wash,29,6380,No,No
2024-05-20,HSR Layout,Shampoo,49,12740,Yes,No
2024-05-20,HSR Layout,Chips,85,1700,No,No
2024-05-20,HSR Layout,Bread,126,5040,Yes,No
2024-05-20,HSR Layout,Chocolate,141,4230,Yes,No
2024-05-20,HSR Layout,Toothpaste,154,14630,Yes,No
2024-05-20,HSR Layout,Cheese,24,3600,No,No
2024-05-20,Electronic City,Tomato,29,1015,Yes,No
2024-05-20,Electronic City,Face Wash,123,27060,Yes,No
2024-05-20,Electronic City,Apple,32,4480,Yes,No
2024-05-20,Electronic City,Onion,125,3750,No,No
2024-05-20,Electronic City,Potato,111,3108,No,No
2024-05-20,Electronic City,Tea Powder,179,25060,No,No
2024-05-20,Electronic City,Cooking Oil,118,21240,No,No
2024-05-20,Electronic City,Shampoo,95,24700,No,No
2024-05-20,Electronic City,Curd,109,3815,No,No
2024-05-20,Electronic City,Chicken 1kg,112,29120,No,No
2024-05-20,Electronic City,Milk 1L,24,1320,No,No
2024-05-20,Indiranagar,Potato,155,4340,No,No
2024-05-20,Indiranagar,Butter,257,24415,Yes,No
2024-05-20,Indiranagar,Cheese,174,26100,No,No
2024-05-20,Indiranagar,Paneer,40,4400,No,No
2024-05-20,Indiranagar,Soft Drink,193,8685,Yes,No
2024-05-20,Indiranagar,Shampoo,81,21060,Yes,No
2024-05-20,Indiranagar,Biscuits,153,3825,Yes,No
2024-05-20,Indiranagar,Tea Powder,65,9100,No,No
2024-05-20,Indiranagar,Apple,35,4900,No,No
2024-05-20,Indiranagar,Chocolate,148,4440,Yes,No
2024-05-20,Indiranagar,Coffee,174,48720,No,No
2024-05-20,Indiranagar,Soap,127,5715,Yes,No
2024-05-20,Indiranagar,Bread,47,1880,No,No
2024-05-20,Indiranagar,Eggs Pack,25,2250,No,No
2024-05-20,Whitefield,Onion,234,7020,Yes,No
2024-05-20,Whitefield,Tomato,254,8890,Yes,No
2024-05-20,Whitefield,Chicken 1kg,60,15600,No,No
2024-05-20,Whitefield,Eggs Pack,51,4590,No,No
2024-05-20,Whitefield,Banana,122,6100,No,No
2024-05-20,Whitefield,Juice,34,2040,No,No
2024-05-20,Whitefield,Face Wash,112,24640,No,No
2024-05-20,Whitefield,Potato,116,3248,No,No
2024-05-20,Whitefield,Maggi,162,2916,Yes,No
2024-05-20,Whitefield,Tea Powder,94,13160,No,No
2024-05-20,Whitefield,Detergent,117,24570,No,No
2024-05-20,Whitefield,Apple,92,12880,No,No
2024-05-20,Whitefield,Cheese,184,27600,No,No
2024-05-20,Whitefield,Biscuits,84,2100,No,No
2024-05-20,Whitefield,Ice Cream,41,4920,No,No
2024-05-20,Whitefield,Toothpaste,67,6365,No,No
2024-05-20,Whitefield,Curd,54,1890,Yes,No
2024-05-20,Marathahalli,Onion,167,5010,No,No
2024-05-20,Marathahalli,Coffee,114,31920,Yes,No
2024-05-20,Marathahalli,Maggi,155,2790,No,No
2024-05-20,Marathahalli,Soft Drink,25,1125,No,No
2024-05-20,Marathahalli,Face Wash,217,47740,Yes,No
2024-05-20,Marathahalli,Detergent,118,24780,No,No
2024-05-20,Marathahalli,Toothpaste,159,15105,No,No
2024-05-20,Marathahalli,Banana,123,6150,No,No
2024-05-20,Marathahalli,Apple,168,23520,No,No
2024-05-20,Marathahalli,Juice,184,11040,No,No
2024-05-20,Marathahalli,Paneer,163,17930,No,No
2024-05-20,Marathahalli,Chips,163,3260,No,No
2024-05-20,Marathahalli,Potato,239,6692,Yes,No
2024-05-20,Jayanagar,Banana,57,2850,No,No
2024-05-20,Jayanagar,Baby Wash,48,8640,No,No
2024-05-20,Jayanagar,Juice,204,12240,Yes,No
2024-05-20,Jayanagar,Biscuits,51,1275,No,No
2024-05-20,Jayanagar,Toothpaste,52,4940,No,No
2024-05-20,Jayanagar,Maggi,98,1764,No,No
2024-05-20,Jayanagar,Apple,131,18340,No,No
2024-05-20,Jayanagar,Onion,130,3900,No,No
2024-05-20,Jayanagar,Tea Powder,197,27580,No,No
2024-05-20,Jayanagar,Face Wash,34,7480,No,No
2024-05-20,Jayanagar,Cheese,221,33150,Yes,No
2024-05-20,Jayanagar,Soap,224,10080,Yes,No
2024-05-20,Jayanagar,Ice Cream,113,13560,No,No
2024-05-20,Jayanagar,Coffee,117,32760,No,No
2024-05-20,Jayanagar,Bread,52,2080,No,No
2024-05-20,Jayanagar,Chips,167,3340,No,No
2024-05-20,Jayanagar,Rice 5kg,48,16800,No,No
2024-05-21,BTM-2,Tea Powder,171,23940,No,No
2024-05-21,BTM-2,Onion,144,4320,No,No
2024-05-21,BTM-2,Cheese,245,36750,Yes,No
2024-05-21,BTM-2,Juice,91,5460,No,No
2024-05-21,BTM-2,Milk 1L,142,7810,No,No
2024-05-21,BTM-2,Curd,48,1680,No,No
2024-05-21,BTM-2,Cooking Oil,28,5040,No,No
2024-05-21,BTM-2,Chicken 1kg,135,35100,No,No
2024-05-21,BTM-2,Coffee,34,9520,No,No
2024-05-21,BTM-2,Chocolate,113,3390,No,No
2024-05-21,BTM-2,Potato,257,7196,Yes,No
2024-05-21,BTM-2,Rice 5kg,145,50750,Yes,No
2024-05-21,BTM-2,Apple,92,12880,No,No
2024-05-21,BTM-2,Detergent,178,37380,No,No
2024-05-21,BTM-2,Soap,29,1305,No,No
2024-05-21,BTM-2,Banana,137,6850,No,No
2024-05-21,BTM-2,Biscuits,53,1325,No,No
2024-05-21,Koramangala,Biscuits,81,2025,No,No
2024-05-21,Koramangala,Maggi,196,3528,No,No
2024-05-21,Koramangala,Ice Cream,67,8040,No,No
2024-05-21,Koramangala,Juice,136,8160,Yes,No
2024-05-21,Koramangala,Face Wash,213,46860,Yes,No
2024-05-21,Koramangala,Apple,75,10500,No,No
2024-05-21,Koramangala,Detergent,253,53130,Yes,No
2024-05-21,Koramangala,Butter,61,5795,No,No
2024-05-21,Koramangala,Banana,140,7000,No,No
2024-05-21,Koramangala,Cooking Oil,155,27900,No,No
2024-05-21,Koramangala,Chocolate,141,4230,No,No
2024-05-21,Koramangala,Paneer,166,18260,No,No
2024-05-21,Koramangala,Tomato,192,6720,No,No
2024-05-21,Koramangala,Chicken 1kg,35,9100,No,No
2024-05-21,Koramangala,Tea Powder,60,8400,No,No
2024-05-21,HSR Layout,Tomato,184,6440,No,No
2024-05-21,HSR Layout,Biscuits,70,1750,No,No
2024-05-21,HSR Layout,Milk 1L,31,1705,No,No
2024-05-21,HSR Layout,Baby Wash,185,33300,Yes,No
2024-05-21,HSR Layout,Tea Powder,46,6440,No,No
2024-05-21,HSR Layout,Apple,110,15400,No,No
2024-05-21,HSR Layout,Paneer,142,15620,No,No
2024-05-21,HSR Layout,Butter,139,13205,No,No
2024-05-21,HSR Layout,Onion,55,1650,No,No
2024-05-21,HSR Layout,Maggi,145,2610,No,No
2024-05-21,HSR Layout,Chips,165,3300,Yes,No
2024-05-21,HSR Layout,Coffee,164,45920,No,No
2024-05-21,HSR Layout,Banana,221,11050,Yes,No
2024-05-21,HSR Layout,Shampoo,154,40040,Yes,No
2024-05-21,HSR Layout,Face Wash,194,42680,No,No
2024-05-21,HSR Layout,Juice,168,10080,No,No
2024-05-21,Electronic City,Milk 1L,176,9680,No,No
2024-05-21,Electronic City,Onion,155,4650,No,No
2024-05-21,Electronic City,Tomato,184,6440,Yes,No
2024-05-21,Electronic City,Toothpaste,73,6935,No,No
2024-05-21,Electronic City,Juice,184,11040,Yes,No
2024-05-21,Electronic City,Chips,32,640,Yes,No
2024-05-21,Electronic City,Chocolate,91,2730,Yes,No
2024-05-21,Electronic City,Paneer,98,10780,No,No
2024-05-21,Electronic City,Banana,72,3600,Yes,No
2024-05-21,Electronic City,Cooking Oil,142,25560,No,No
2024-05-21,Electronic City,Bread,79,3160,No,No
2024-05-21,Electronic City,Rice 5kg,130,45500,No,No
2024-05-21,Electronic City,Biscuits,91,2275,No,No
2024-05-21,Electronic City,Eggs Pack,45,4050,No,No
2024-05-21,Electronic City,Maggi,55,990,Yes,No
2024-05-21,Indiranagar,Toothpaste,61,5795,Yes,No
2024-05-21,Indiranagar,Cheese,161,24150,No,No
2024-05-21,Indiranagar,Maggi,173,3114,No,No
2024-05-21,Indiranagar,Cooking Oil,113,20340,Yes,No
2024-05-21,Indiranagar,Paneer,111,12210,No,No
2024-05-21,Indiranagar,Apple,44,6160,No,No
2024-05-21,Indiranagar,Rice 5kg,243,85050,Yes,No
2024-05-21,Indiranagar,Detergent,27,5670,No,No
2024-05-21,Indiranagar,Onion,79,2370,No,No
2024-05-21,Indiranagar,Chips,148,2960,Yes,No
2024-05-21,Indiranagar,Potato,130,3640,No,No
2024-05-21,Indiranagar,Shampoo,185,48100,No,No
2024-05-21,Indiranagar,Tea Powder,59,8260,No,No
2024-05-21,Indiranagar,Face Wash,166,36520,No,No
2024-05-21,Indiranagar,Bread,68,2720,No,No
2024-05-21,Indiranagar,Soap,143,6435,No,No
2024-05-21,Whitefield,Potato,33,924,No,No
2024-05-21,Whitefield,Onion,22,660,No,No
2024-05-21,Whitefield,Toothpaste,134,12730,No,No
2024-05-21,Whitefield,Detergent,54,11340,No,No
2024-05-21,Whitefield,Shampoo,176,45760,Yes,No
2024-05-21,Whitefield,Chips,39,780,No,No
2024-05-21,Whitefield,Curd,60,2100,No,No
2024-05-21,Whitefield,Tomato,31,1085,No,No
2024-05-21,Whitefield,Apple,110,15400,No,No
2024-05-21,Whitefield,Biscuits,60,1500,No,No
2024-05-21,Whitefield,Baby Wash,133,23940,No,No
2024-05-21,Whitefield,Juice,91,5460,No,No
2024-05-21,Whitefield,Cheese,192,28800,No,No
2024-05-21,Whitefield,Paneer,196,21560,No,No
2024-05-21,Whitefield,Chicken 1kg,56,14560,No,No
2024-05-21,Marathahalli,Butter,149,14155,No,No
2024-05-21,Marathahalli,Soap,142,6390,No,No
2024-05-21,Marathahalli,Coffee,147,41160,No,No
2024-05-21,Marathahalli,Banana,177,8850,No,No
2024-05-21,Marathahalli,Potato,42,1176,Yes,No
2024-05-21,Marathahalli,Juice,24,1440,No,No
2024-05-21,Marathahalli,Cheese,117,17550,No,No
2024-05-21,Marathahalli,Baby Wash,172,30960,No,No
2024-05-21,Marathahalli,Curd,178,6230,No,No
2024-05-21,Marathahalli,Toothpaste,100,9500,No,No
2024-05-21,Marathahalli,Detergent,92,19320,No,No
2024-05-21,Marathahalli,Face Wash,131,28820,Yes,No
2024-05-21,Marathahalli,Eggs Pack,76,6840,No,No
2024-05-21,Marathahalli,Chips,247,4940,Yes,No
2024-05-21,Marathahalli,Tea Powder,72,10080,Yes,No
2024-05-21,Marathahalli,Apple,120,16800,Yes,No
2024-05-21,Jayanagar,Face Wash,83,18260,No,No
2024-05-21,Jayanagar,Eggs Pack,136,12240,No,No
2024-05-21,Jayanagar,Soap,85,3825,Yes,No
2024-05-21,Jayanagar,Milk 1L,113,6215,No,No
2024-05-21,Jayanagar,Coffee,155,43400,No,No
2024-05-21,Jayanagar,Rice 5kg,122,42700,Yes,No
2024-05-21,Jayanagar,Cheese,76,11400,No,No
2024-05-21,Jayanagar,Potato,101,2828,No,No
2024-05-21,Jayanagar,Soft Drink,52,2340,Yes,No
2024-05-21,Jayanagar,Paneer,114,12540,No,No
2024-05-22,BTM-2,Potato,43,1204,No,No
2024-05-22,BTM-2,Eggs Pack,142,12780,No,No
2024-05-22,BTM-2,Toothpaste,256,24320,Yes,No
2024-05-22,BTM-2,Chicken 1kg,257,66820,Yes,No
2024-05-22,BTM-2,Milk 1L,247,13585,Yes,No
2024-05-22,BTM-2,Rice 5kg,90,31500,No,No
2024-05-22,BTM-2,Detergent,43,9030,No,No
2024-05-22,BTM-2,Chocolate,112,3360,No,No
2024-05-22,BTM-2,Curd,27,945,No,No
2024-05-22,BTM-2,Shampoo,79,20540,No,No
2024-05-22,BTM-2,Cooking Oil,87,15660,Yes,No
2024-05-22,BTM-2,Biscuits,260,6500,Yes,No
2024-05-22,BTM-2,Coffee,74,20720,No,No
2024-05-22,Koramangala,Ice Cream,60,7200,No,No
2024-05-22,Koramangala,Baby Wash,23,4140,No,No
2024-05-22,Koramangala,Tomato,163,5705,Yes,No
2024-05-22,Koramangala,Paneer,94,10340,Yes,No
2024-05-22,Koramangala,Juice,105,6300,No,No
2024-05-22,Koramangala,Maggi,197,3546,No,No
2024-05-22,Koramangala,Toothpaste,123,11685,No,No
2024-05-22,Koramangala,Bread,81,3240,Yes,No
2024-05-22,Koramangala,Eggs Pack,41,3690,No,No
2024-05-22,Koramangala,Milk 1L,83,4565,No,No
2024-05-22,Koramangala,Rice 5kg,158,55300,No,No
2024-05-22,Koramangala,Shampoo,117,30420,Yes,No
2024-05-22,Koramangala,Chips,41,820,No,No
2024-05-22,Koramangala,Tea Powder,210,29400,Yes,No
2024-05-22,Koramangala,Butter,36,3420,Yes,No
2024-05-22,Koramangala,Soap,106,4770,No,No
2024-05-22,Koramangala,Curd,53,1855,Yes,No
2024-05-22,HSR Layout,Detergent,146,30660,No,No
2024-05-22,HSR Layout,Baby Wash,175,31500,No,No
2024-05-22,HSR Layout,Eggs Pack,126,11340,No,No
2024-05-22,HSR Layout,Soap,133,5985,Yes,No
2024-05-22,HSR Layout,Rice 5kg,148,51800,No,No
2024-05-22,HSR Layout,Cheese,116,17400,No,No
2024-05-22,HSR Layout,Chocolate,101,3030,No,No
2024-05-22,HSR Layout,Paneer,109,11990,No,No
2024-05-22,HSR Layout,Maggi,115,2070,Yes,No
2024-05-22,HSR Layout,Tea Powder,65,9100,No,No
2024-05-22,HSR Layout,Bread,122,4880,No,No
2024-05-22,HSR Layout,Soft Drink,34,1530,No,No
2024-05-22,HSR Layout,Juice,171,10260,No,No
2024-05-22,HSR Layout,Biscuits,189,4725,No,No
2024-05-22,HSR Layout,Ice Cream,48,5760,No,No
2024-05-22,Electronic City,Chocolate,50,1500,Yes,No
2024-05-22,Electronic City,Onion,191,5730,No,No
2024-05-22,Electronic City,Face Wash,110,24200,No,No
2024-05-22,Electronic City,Rice 5kg,30,10500,No,No
2024-05-22,Electronic City,Detergent,122,25620,No,No
2024-05-22,Electronic City,Curd,160,5600,No,No
2024-05-22,Electronic City,Chips,103,2060,No,No
2024-05-22,Electronic City,Juice,113,6780,Yes,No
2024-05-22,Electronic City,Soap,94,4230,No,No
2024-05-22,Electronic City,Tomato,124,4340,Yes,No
2024-05-22,Electronic City,Maggi,55,990,No,No
2024-05-22,Electronic City,Shampoo,57,14820,No,No
2024-05-22,Electronic City,Butter,146,13870,No,No
2024-05-22,Electronic City,Paneer,201,22110,Yes,No
2024-05-22,Electronic City,Biscuits,258,6450,Yes,No
2024-05-22,Electronic City,Milk 1L,31,1705,No,No
2024-05-22,Electronic City,Apple,135,18900,Yes,No
2024-05-22,Indiranagar,Baby Wash,31,5580,No,No
2024-05-22,Indiranagar,Coffee,56,15680,No,No
2024-05-22,Indiranagar,Toothpaste,36,3420,No,No
2024-05-22,Indiranagar,Curd,164,5740,No,No
2024-05-22,Indiranagar,Onion,123,3690,Yes,No
2024-05-22,Indiranagar,Tea Powder,21,2940,No,No
2024-05-22,Indiranagar,Chips,117,2340,No,No
2024-05-22,Indiranagar,Banana,171,8550,Yes,No
2024-05-22,Indiranagar,Tomato,40,1400,Yes,No
2024-05-22,Indiranagar,Face Wash,156,34320,No,No
2024-05-22,Indiranagar,Paneer,113,12430,Yes,No
2024-05-22,Whitefield,Tea Powder,130,18200,Yes,No
2024-05-22,Whitefield,Cooking Oil,51,9180,No,No
2024-05-22,Whitefield,Cheese,41,6150,No,No
2024-05-22,Whitefield,Juice,29,1740,No,No
2024-05-22,Whitefield,Soft Drink,189,8505,Yes,No
2024-05-22,Whitefield,Toothpaste,23,2185,No,No
2024-05-22,Whitefield,Baby Wash,254,45720,Yes,No
2024-05-22,Whitefield,Paneer,109,11990,No,No
2024-05-22,Whitefield,Maggi,204,3672,Yes,No
2024-05-22,Whitefield,Coffee,27,7560,Yes,No
2024-05-22,Whitefield,Biscuits,141,3525,No,No
2024-05-22,Whitefield,Chicken 1kg,65,16900,No,No
